construct,filename,split,n_instances,n_voxels,shape,img_path,mask_path
ABPP,20241017_ABPP_NucHBC620_20-50_Smaple2_2_2.tif,train,60,10252,44x119x134,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple2_2_2_img.tif,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple2_2_2_masks.tif
ABPP,20241017_ABPP_NucHBC620_20-50_Smaple2_3_1.tif,train,15,7926,42x129x154,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple2_3_1_img.tif,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple2_3_1_masks.tif
ABPP,20241017_ABPP_NucHBC620_20-50_Smaple2_3_2.tif,train,210,30295,42x187x204,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple2_3_2_img.tif,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple2_3_2_masks.tif
ABPP,20241017_ABPP_NucHBC620_20-50_Smaple2_3_3.tif,train,21,6404,42x167x146,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple2_3_3_img.tif,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple2_3_3_masks.tif
ABPP,20241017_ABPP_NucHBC620_20-50_Smaple2_4_1.tif,val,6,4380,45x119x118,val/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple2_4_1_img.tif,val/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple2_4_1_masks.tif
ABPP,20241017_ABPP_NucHBC620_20-50_Smaple2_4_2.tif,train,7,2313,45x117x119,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple2_4_2_img.tif,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple2_4_2_masks.tif
ABPP,20241017_ABPP_NucHBC620_20-50_Smaple3_1_1.tif,val,140,30218,42x230x202,val/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple3_1_1_img.tif,val/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple3_1_1_masks.tif
ABPP,20241017_ABPP_NucHBC620_20-50_Smaple3_1_2.tif,train,175,20853,42x158x190,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple3_1_2_img.tif,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple3_1_2_masks.tif
ABPP,20241017_ABPP_NucHBC620_20-50_Smaple3_1_3.tif,train,166,27793,42x157x228,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple3_1_3_img.tif,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple3_1_3_masks.tif
ABPP,20241017_ABPP_NucHBC620_20-50_Smaple3_2_1.tif,train,18,7178,43x119x231,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple3_2_1_img.tif,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple3_2_1_masks.tif
ABPP,20241017_ABPP_NucHBC620_20-50_Smaple3_2_2.tif,train,63,8924,43x132x151,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple3_2_2_img.tif,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple3_2_2_masks.tif
ABPP,20241017_ABPP_NucHBC620_20-50_Smaple3_3_1.tif,train,109,8592,44x264x114,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple3_3_1_img.tif,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple3_3_1_masks.tif
ABPP,20241017_ABPP_NucHBC620_20-50_Smaple3_3_2.tif,train,48,5749,44x175x140,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple3_3_2_img.tif,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple3_3_2_masks.tif
AwtBr,20250530_AwtBr_40uMDFHBI_20-40_sample1_1_1.tif,val,65,44764,71x257x304,val/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample1_1_1_img.tif,val/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample1_1_1_masks.tif
AwtBr,20250530_AwtBr_40uMDFHBI_20-40_sample1_1_2.tif,train,129,176612,71x381x295,train/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample1_1_2_img.tif,train/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample1_1_2_masks.tif
AwtBr,20250530_AwtBr_40uMDFHBI_20-40_sample1_1_3.tif,train,62,8218,71x216x157,train/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample1_1_3_img.tif,train/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample1_1_3_masks.tif
AwtBr,20250530_AwtBr_40uMDFHBI_20-40_sample1_1_4.tif,train,31,10906,71x220x210,train/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample1_1_4_img.tif,train/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample1_1_4_masks.tif
AwtBr,20250530_AwtBr_40uMDFHBI_20-40_sample1_1_5.tif,train,272,109893,71x361x421,train/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample1_1_5_img.tif,train/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample1_1_5_masks.tif
AwtBr,20250530_AwtBr_40uMDFHBI_20-40_sample1_2_1.tif,val,80,14381,74x285x318,val/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample1_2_1_img.tif,val/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample1_2_1_masks.tif
AwtBr,20250530_AwtBr_40uMDFHBI_20-40_sample1_2_2.tif,train,11,14186,57x186x270,train/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample1_2_2_img.tif,train/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample1_2_2_masks.tif
AwtBr,20250530_AwtBr_40uMDFHBI_20-40_sample1_2_3.tif,train,86,77506,52x305x273,train/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample1_2_3_img.tif,train/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample1_2_3_masks.tif
AwtBr,20250530_AwtBr_40uMDFHBI_20-40_sample1_2_4.tif,train,232,46092,74x285x311,train/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample1_2_4_img.tif,train/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample1_2_4_masks.tif
AwtBr,20250530_AwtBr_40uMDFHBI_20-40_sample1_3_1.tif,train,20,28432,73x328x295,train/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample1_3_1_img.tif,train/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample1_3_1_masks.tif
AwtBr,20250530_AwtBr_40uMDFHBI_20-40_sample1_3_2.tif,train,55,49919,73x363x322,train/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample1_3_2_img.tif,train/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample1_3_2_masks.tif
AwtBr,20250530_AwtBr_40uMDFHBI_20-40_sample1_3_3.tif,val,376,107231,73x323x625,val/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample1_3_3_img.tif,val/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample1_3_3_masks.tif
AwtBr,20250530_AwtBr_40uMDFHBI_20-40_sample1_3_4.tif,train,127,24074,73x293x157,train/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample1_3_4_img.tif,train/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample1_3_4_masks.tif
AwtBr,20250530_AwtBr_40uMDFHBI_20-40_sample2_1_1.tif,val,28,125822,63x212x203,val/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample2_1_1_img.tif,val/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample2_1_1_masks.tif
AwtBr,20250530_AwtBr_40uMDFHBI_20-40_sample2_1_2.tif,train,122,78562,63x328x384,train/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample2_1_2_img.tif,train/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample2_1_2_masks.tif
AwtBr,20250530_AwtBr_40uMDFHBI_20-40_sample2_1_3.tif,train,39,12127,63x196x219,train/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample2_1_3_img.tif,train/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample2_1_3_masks.tif
AwtBr,20250530_AwtBr_40uMDFHBI_20-40_sample2_1_4.tif,train,74,31430,63x225x228,train/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample2_1_4_img.tif,train/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample2_1_4_masks.tif
AwtBr,20250530_AwtBr_40uMDFHBI_20-40_sample2_3_1.tif,train,165,113461,74x265x476,train/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample2_3_1_img.tif,train/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample2_3_1_masks.tif
AwtBr,20250530_AwtBr_40uMDFHBI_20-40_sample2_3_2.tif,train,89,61541,74x242x276,train/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample2_3_2_img.tif,train/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample2_3_2_masks.tif
AwtBr,20250530_AwtBr_40uMDFHBI_20-40_sample2_3_3.tif,val,76,50989,74x224x384,val/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample2_3_3_img.tif,val/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample2_3_3_masks.tif
AwtBr,20250530_AwtBr_40uMDFHBI_20-40_sample2_3_4.tif,train,517,103368,74x542x529,train/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample2_3_4_img.tif,train/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample2_3_4_masks.tif
AwtBr,20250530_AwtBr_40uMDFHBI_20-40_sample2_3_5.tif,train,27,136250,74x398x338,train/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample2_3_5_img.tif,train/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample2_3_5_masks.tif
AwtBr,20250530_AwtBr_40uMDFHBI_20-40_sample3_2_1.tif,val,105,60239,80x336x235,val/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample3_2_1_img.tif,val/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample3_2_1_masks.tif
AwtBr,20250530_AwtBr_40uMDFHBI_20-40_sample3_2_2.tif,train,41,16714,80x267x238,train/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample3_2_2_img.tif,train/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample3_2_2_masks.tif
AwtBr,20250530_AwtBr_40uMDFHBI_20-40_sample3_2_3.tif,train,35,30850,80x279x230,train/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample3_2_3_img.tif,train/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample3_2_3_masks.tif
AwtBr,20250530_AwtBr_40uMDFHBI_20-40_sample3_2_4.tif,val,182,38858,80x298x264,val/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample3_2_4_img.tif,val/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample3_2_4_masks.tif
AwtBr,20250530_AwtBr_40uMDFHBI_20-40_sample3_3_1.tif,train,75,33791,76x267x222,train/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample3_3_1_img.tif,train/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample3_3_1_masks.tif
AwtBr,20250530_AwtBr_40uMDFHBI_20-40_sample3_3_2.tif,train,138,44400,76x340x316,train/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample3_3_2_img.tif,train/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample3_3_2_masks.tif
AwtBr,20250530_AwtBr_40uMDFHBI_20-40_sample3_4_1.tif,train,175,61353,85x398x378,train/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample3_4_1_img.tif,train/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample3_4_1_masks.tif
AwtBr,20250530_AwtBr_40uMDFHBI_20-40_sample3_4_2.tif,train,31,16739,85x314x209,train/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample3_4_2_img.tif,train/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample3_4_2_masks.tif
AwtBr,20250530_AwtBr_40uMDFHBI_20-40_sample3_4_3.tif,train,72,88888,85x268x356,train/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample3_4_3_img.tif,train/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample3_4_3_masks.tif
AwtBr,20250530_AwtBr_40uMDFHBI_20-40_sample3_4_4.tif,train,6,42819,57x183x176,train/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample3_4_4_img.tif,train/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample3_4_4_masks.tif
AwtBr,20250530_AwtBr_40uMDFHBI_20-40_sample3_4_5.tif,train,5,68767,85x292x213,train/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample3_4_5_img.tif,train/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample3_4_5_masks.tif
GABr,20240525_GABr_40uMDFHBI_Sample1_1_1.tif,val,306,25668,50x332x312,val/GABr__20240525_GABr_40uMDFHBI_Sample1_1_1_img.tif,val/GABr__20240525_GABr_40uMDFHBI_Sample1_1_1_masks.tif
GABr,20240525_GABr_40uMDFHBI_Sample1_1_2.tif,train,270,8017,50x208x172,train/GABr__20240525_GABr_40uMDFHBI_Sample1_1_2_img.tif,train/GABr__20240525_GABr_40uMDFHBI_Sample1_1_2_masks.tif
GABr,20240525_GABr_40uMDFHBI_Sample1_1_3.tif,train,66,4737,50x190x146,train/GABr__20240525_GABr_40uMDFHBI_Sample1_1_3_img.tif,train/GABr__20240525_GABr_40uMDFHBI_Sample1_1_3_masks.tif
GABr,20240525_GABr_40uMDFHBI_Sample1_1_4.tif,train,79,2878,50x205x222,train/GABr__20240525_GABr_40uMDFHBI_Sample1_1_4_img.tif,train/GABr__20240525_GABr_40uMDFHBI_Sample1_1_4_masks.tif
GABr,20240525_GABr_40uMDFHBI_Sample1_2_1.tif,train,534,58824,49x485x373,train/GABr__20240525_GABr_40uMDFHBI_Sample1_2_1_img.tif,train/GABr__20240525_GABr_40uMDFHBI_Sample1_2_1_masks.tif
GABr,20240525_GABr_40uMDFHBI_Sample1_2_2.tif,train,50,6517,49x164x174,train/GABr__20240525_GABr_40uMDFHBI_Sample1_2_2_img.tif,train/GABr__20240525_GABr_40uMDFHBI_Sample1_2_2_masks.tif
GABr,20240525_GABr_40uMDFHBI_Sample1_3_1.tif,train,153,12754,50x286x372,train/GABr__20240525_GABr_40uMDFHBI_Sample1_3_1_img.tif,train/GABr__20240525_GABr_40uMDFHBI_Sample1_3_1_masks.tif
GABr,20240525_GABr_40uMDFHBI_Sample1_4_1.tif,val,54,10932,53x154x188,val/GABr__20240525_GABr_40uMDFHBI_Sample1_4_1_img.tif,val/GABr__20240525_GABr_40uMDFHBI_Sample1_4_1_masks.tif
GABr,20240525_GABr_40uMDFHBI_Sample1_4_2.tif,train,99,7427,53x240x176,train/GABr__20240525_GABr_40uMDFHBI_Sample1_4_2_img.tif,train/GABr__20240525_GABr_40uMDFHBI_Sample1_4_2_masks.tif
GABr,20240525_GABr_40uMDFHBI_Sample1_4_3.tif,val,348,31787,53x272x258,val/GABr__20240525_GABr_40uMDFHBI_Sample1_4_3_img.tif,val/GABr__20240525_GABr_40uMDFHBI_Sample1_4_3_masks.tif
GABr,20240525_GABr_40uMDFHBI_Sample1_4_4.tif,train,121,4926,53x140x176,train/GABr__20240525_GABr_40uMDFHBI_Sample1_4_4_img.tif,train/GABr__20240525_GABr_40uMDFHBI_Sample1_4_4_masks.tif
GABr,20240525_GABr_40uMDFHBI_Sample2_1_1.tif,train,69,6587,55x186x186,train/GABr__20240525_GABr_40uMDFHBI_Sample2_1_1_img.tif,train/GABr__20240525_GABr_40uMDFHBI_Sample2_1_1_masks.tif
GABr,20240525_GABr_40uMDFHBI_Sample2_2_1.tif,train,40,4982,57x208x188,train/GABr__20240525_GABr_40uMDFHBI_Sample2_2_1_img.tif,train/GABr__20240525_GABr_40uMDFHBI_Sample2_2_1_masks.tif
GABr,20240525_GABr_40uMDFHBI_Sample2_2_2.tif,train,159,26089,57x208x218,train/GABr__20240525_GABr_40uMDFHBI_Sample2_2_2_img.tif,train/GABr__20240525_GABr_40uMDFHBI_Sample2_2_2_masks.tif
GABr,20240525_GABr_40uMDFHBI_Sample2_3_1.tif,train,159,5636,48x156x168,train/GABr__20240525_GABr_40uMDFHBI_Sample2_3_1_img.tif,train/GABr__20240525_GABr_40uMDFHBI_Sample2_3_1_masks.tif
GABr,20240525_GABr_40uMDFHBI_Sample2_3_2.tif,train,140,18455,48x266x192,train/GABr__20240525_GABr_40uMDFHBI_Sample2_3_2_img.tif,train/GABr__20240525_GABr_40uMDFHBI_Sample2_3_2_masks.tif
GABr,20240525_GABr_40uMDFHBI_Sample2_4_1.tif,train,55,2539,50x158x150,train/GABr__20240525_GABr_40uMDFHBI_Sample2_4_1_img.tif,train/GABr__20240525_GABr_40uMDFHBI_Sample2_4_1_masks.tif
GABr,20240525_GABr_40uMDFHBI_Sample2_4_2.tif,train,76,15965,50x200x240,train/GABr__20240525_GABr_40uMDFHBI_Sample2_4_2_img.tif,train/GABr__20240525_GABr_40uMDFHBI_Sample2_4_2_masks.tif
GABr,20240525_GABr_40uMDFHBI_Sample2_4_3.tif,train,29,1049,50x170x112,train/GABr__20240525_GABr_40uMDFHBI_Sample2_4_3_img.tif,train/GABr__20240525_GABr_40uMDFHBI_Sample2_4_3_masks.tif
GABr,20240525_GABr_40uMDFHBI_Sample2_4_4.tif,train,65,8912,50x194x186,train/GABr__20240525_GABr_40uMDFHBI_Sample2_4_4_img.tif,train/GABr__20240525_GABr_40uMDFHBI_Sample2_4_4_masks.tif
GABr,20240525_GABr_40uMDFHBI_Sample2_5_1.tif,train,138,6512,53x146x150,train/GABr__20240525_GABr_40uMDFHBI_Sample2_5_1_img.tif,train/GABr__20240525_GABr_40uMDFHBI_Sample2_5_1_masks.tif
GABr,20240525_GABr_40uMDFHBI_Sample2_5_2.tif,train,66,6402,53x162x166,train/GABr__20240525_GABr_40uMDFHBI_Sample2_5_2_img.tif,train/GABr__20240525_GABr_40uMDFHBI_Sample2_5_2_masks.tif
GABr,20240525_GABr_40uMDFHBI_Sample2_5_3.tif,val,43,13954,53x242x226,val/GABr__20240525_GABr_40uMDFHBI_Sample2_5_3_img.tif,val/GABr__20240525_GABr_40uMDFHBI_Sample2_5_3_masks.tif
GABr,20240525_GABr_40uMDFHBI_Sample3_1_1.tif,val,109,8906,55x178x156,val/GABr__20240525_GABr_40uMDFHBI_Sample3_1_1_img.tif,val/GABr__20240525_GABr_40uMDFHBI_Sample3_1_1_masks.tif
GABr,20240525_GABr_40uMDFHBI_Sample3_2_1.tif,train,201,26576,51x218x216,train/GABr__20240525_GABr_40uMDFHBI_Sample3_2_1_img.tif,train/GABr__20240525_GABr_40uMDFHBI_Sample3_2_1_masks.tif
GABr,20240525_GABr_40uMDFHBI_Sample3_2_2.tif,train,70,3615,51x190x148,train/GABr__20240525_GABr_40uMDFHBI_Sample3_2_2_img.tif,train/GABr__20240525_GABr_40uMDFHBI_Sample3_2_2_masks.tif
GABr,20240525_GABr_40uMDFHBI_Sample3_3_1.tif,val,22,4821,69x100x102,val/GABr__20240525_GABr_40uMDFHBI_Sample3_3_1_img.tif,val/GABr__20240525_GABr_40uMDFHBI_Sample3_3_1_masks.tif
GABr,20240525_GABr_40uMDFHBI_Sample3_3_2.tif,train,56,8792,69x120x116,train/GABr__20240525_GABr_40uMDFHBI_Sample3_3_2_img.tif,train/GABr__20240525_GABr_40uMDFHBI_Sample3_3_2_masks.tif
GABr,20240525_GABr_40uMDFHBI_Sample3_3_3.tif,train,132,15387,69x200x236,train/GABr__20240525_GABr_40uMDFHBI_Sample3_3_3_img.tif,train/GABr__20240525_GABr_40uMDFHBI_Sample3_3_3_masks.tif
GABr,20240525_GABr_40uMDFHBI_Sample3_3_4.tif,train,148,12007,69x202x302,train/GABr__20240525_GABr_40uMDFHBI_Sample3_3_4_img.tif,train/GABr__20240525_GABr_40uMDFHBI_Sample3_3_4_masks.tif
GABr,20240525_GABr_40uMDFHBI_Sample3_3_5.tif,train,56,6277,69x192x120,train/GABr__20240525_GABr_40uMDFHBI_Sample3_3_5_img.tif,train/GABr__20240525_GABr_40uMDFHBI_Sample3_3_5_masks.tif
GwtBr,20250523_25ntwtBr_40uMDFHBI_20-40_sample1_1_1_2 cells.tif,train,129,241068,146x240x416,train/GwtBr__20250523_25ntwtBr_40uMDFHBI_20-40_sample1_1_1_2 cells_img.tif,train/GwtBr__20250523_25ntwtBr_40uMDFHBI_20-40_sample1_1_1_2 cells_masks.tif
GwtBr,20250523_25ntwtBr_40uMDFHBI_20-40_sample1_1_2.tif,val,23,67212,146x294x310,val/GwtBr__20250523_25ntwtBr_40uMDFHBI_20-40_sample1_1_2_img.tif,val/GwtBr__20250523_25ntwtBr_40uMDFHBI_20-40_sample1_1_2_masks.tif
GwtBr,20250523_25ntwtBr_40uMDFHBI_20-40_sample1_1_3.tif,train,148,146499,146x299x281,train/GwtBr__20250523_25ntwtBr_40uMDFHBI_20-40_sample1_1_3_img.tif,train/GwtBr__20250523_25ntwtBr_40uMDFHBI_20-40_sample1_1_3_masks.tif
GwtBr,20250523_25ntwtBr_40uMDFHBI_20-40_sample1_1_4.tif,train,128,247203,146x523x312,train/GwtBr__20250523_25ntwtBr_40uMDFHBI_20-40_sample1_1_4_img.tif,train/GwtBr__20250523_25ntwtBr_40uMDFHBI_20-40_sample1_1_4_masks.tif
GwtBr,20250523_25ntwtBr_40uMDFHBI_20-40_sample1_1_5.tif,train,48,142920,146x251x260,train/GwtBr__20250523_25ntwtBr_40uMDFHBI_20-40_sample1_1_5_img.tif,train/GwtBr__20250523_25ntwtBr_40uMDFHBI_20-40_sample1_1_5_masks.tif
GwtBr,20250523_25ntwtBr_40uMDFHBI_20-40_sample1_1_6.tif,train,7,7851,146x174x150,train/GwtBr__20250523_25ntwtBr_40uMDFHBI_20-40_sample1_1_6_img.tif,train/GwtBr__20250523_25ntwtBr_40uMDFHBI_20-40_sample1_1_6_masks.tif
GwtBr,20250523_25ntwtBr_40uMDFHBI_20-40_sample1_2_1_6 cells.tif,train,115,489565,118x619x734,train/GwtBr__20250523_25ntwtBr_40uMDFHBI_20-40_sample1_2_1_6 cells_img.tif,train/GwtBr__20250523_25ntwtBr_40uMDFHBI_20-40_sample1_2_1_6 cells_masks.tif
GwtBr,20250523_25ntwtBr_40uMDFHBI_20-40_sample1_2_2.tif,train,13,71409,118x232x168,train/GwtBr__20250523_25ntwtBr_40uMDFHBI_20-40_sample1_2_2_img.tif,train/GwtBr__20250523_25ntwtBr_40uMDFHBI_20-40_sample1_2_2_masks.tif
GwtBr,20250523_25ntwtBr_40uMDFHBI_20-40_sample1_2_3_3 cells.tif,train,104,105230,118x358x437,train/GwtBr__20250523_25ntwtBr_40uMDFHBI_20-40_sample1_2_3_3 cells_img.tif,train/GwtBr__20250523_25ntwtBr_40uMDFHBI_20-40_sample1_2_3_3 cells_masks.tif
GwtBr,20250523_25ntwtBr_40uMDFHBI_20-40_sample1_2_4.tif,train,17,43262,118x244x185,train/GwtBr__20250523_25ntwtBr_40uMDFHBI_20-40_sample1_2_4_img.tif,train/GwtBr__20250523_25ntwtBr_40uMDFHBI_20-40_sample1_2_4_masks.tif
GwtBr,20250523_25ntwtBr_40uMDFHBI_20-40_sample1_2_5.tif,val,37,158589,118x235x203,val/GwtBr__20250523_25ntwtBr_40uMDFHBI_20-40_sample1_2_5_img.tif,val/GwtBr__20250523_25ntwtBr_40uMDFHBI_20-40_sample1_2_5_masks.tif
GwtBr,20250523_25ntwtBr_40uMDFHBI_20-40_sample1_3_1_4 cells.tif,train,227,391699,108x513x533,train/GwtBr__20250523_25ntwtBr_40uMDFHBI_20-40_sample1_3_1_4 cells_img.tif,train/GwtBr__20250523_25ntwtBr_40uMDFHBI_20-40_sample1_3_1_4 cells_masks.tif
GwtBr,20250523_25ntwtBr_40uMDFHBI_20-40_sample1_3_2_2 cells.tif,train,44,23483,108x216x310,train/GwtBr__20250523_25ntwtBr_40uMDFHBI_20-40_sample1_3_2_2 cells_img.tif,train/GwtBr__20250523_25ntwtBr_40uMDFHBI_20-40_sample1_3_2_2 cells_masks.tif
GwtBr,20250523_25ntwtBr_40uMDFHBI_20-40_sample2_1_1.tif,val,15,110972,104x321x229,val/GwtBr__20250523_25ntwtBr_40uMDFHBI_20-40_sample2_1_1_img.tif,val/GwtBr__20250523_25ntwtBr_40uMDFHBI_20-40_sample2_1_1_masks.tif
GwtBr,20250523_25ntwtBr_40uMDFHBI_20-40_sample2_1_2.tif,train,27,144752,104x259x275,train/GwtBr__20250523_25ntwtBr_40uMDFHBI_20-40_sample2_1_2_img.tif,train/GwtBr__20250523_25ntwtBr_40uMDFHBI_20-40_sample2_1_2_masks.tif
GwtBr,20250523_25ntwtBr_40uMDFHBI_20-40_sample2_1_3.tif,train,11,47494,104x235x268,train/GwtBr__20250523_25ntwtBr_40uMDFHBI_20-40_sample2_1_3_img.tif,train/GwtBr__20250523_25ntwtBr_40uMDFHBI_20-40_sample2_1_3_masks.tif
GwtBr,20250523_25ntwtBr_40uMDFHBI_20-40_sample2_2_1.tif,train,70,80976,89x265x271,train/GwtBr__20250523_25ntwtBr_40uMDFHBI_20-40_sample2_2_1_img.tif,train/GwtBr__20250523_25ntwtBr_40uMDFHBI_20-40_sample2_2_1_masks.tif
GwtBr,20250523_25ntwtBr_40uMDFHBI_20-40_sample2_2_2.tif,train,8,7100,89x212x187,train/GwtBr__20250523_25ntwtBr_40uMDFHBI_20-40_sample2_2_2_img.tif,train/GwtBr__20250523_25ntwtBr_40uMDFHBI_20-40_sample2_2_2_masks.tif
GwtBr,20250523_25ntwtBr_40uMDFHBI_20-40_sample2_2_4.tif,train,39,37118,89x407x356,train/GwtBr__20250523_25ntwtBr_40uMDFHBI_20-40_sample2_2_4_img.tif,train/GwtBr__20250523_25ntwtBr_40uMDFHBI_20-40_sample2_2_4_masks.tif
GwtBr,20250523_25ntwtBr_40uMDFHBI_20-40_sample2_3_1.tif,train,45,81461,90x446x276,train/GwtBr__20250523_25ntwtBr_40uMDFHBI_20-40_sample2_3_1_img.tif,train/GwtBr__20250523_25ntwtBr_40uMDFHBI_20-40_sample2_3_1_masks.tif
GwtBr,20250523_25ntwtBr_40uMDFHBI_20-40_sample2_3_2.tif,train,182,220004,90x387x312,train/GwtBr__20250523_25ntwtBr_40uMDFHBI_20-40_sample2_3_2_img.tif,train/GwtBr__20250523_25ntwtBr_40uMDFHBI_20-40_sample2_3_2_masks.tif
GwtBr,20250523_25ntwtBr_40uMDFHBI_20-40_sample2_3_3.tif,train,236,186354,90x277x326,train/GwtBr__20250523_25ntwtBr_40uMDFHBI_20-40_sample2_3_3_img.tif,train/GwtBr__20250523_25ntwtBr_40uMDFHBI_20-40_sample2_3_3_masks.tif
GwtBr,20250523_25ntwtBr_40uMDFHBI_20-40_sample3_1_1.tif,train,38,48142,92x200x240,train/GwtBr__20250523_25ntwtBr_40uMDFHBI_20-40_sample3_1_1_img.tif,train/GwtBr__20250523_25ntwtBr_40uMDFHBI_20-40_sample3_1_1_masks.tif
GwtBr,20250523_25ntwtBr_40uMDFHBI_20-40_sample3_1_2.tif,train,55,116866,92x296x298,train/GwtBr__20250523_25ntwtBr_40uMDFHBI_20-40_sample3_1_2_img.tif,train/GwtBr__20250523_25ntwtBr_40uMDFHBI_20-40_sample3_1_2_masks.tif
